time,frequency,confidence
0.000,547.845,0.068581
0.100,35.004,0.225137
0.200,69.204,0.391908
0.300,61.825,0.025998
0.400,312.723,0.137458
0.500,336.165,0.105680
0.600,334.648,0.849053
0.700,375.793,0.948318
0.800,408.306,0.889477
0.900,451.787,0.947894
1.000,384.472,0.956937
1.100,424.743,0.889141
1.200,432.509,0.943891
1.300,413.602,0.931667
1.400,405.757,0.928706
1.500,407.232,0.944365
1.600,411.066,0.890839
1.700,416.078,0.876369
1.800,416.050,0.763495
1.900,425.836,0.906033
2.000,390.561,0.949212
2.100,391.800,0.894140
2.200,844.432,0.797715
2.300,449.993,0.918523
2.400,416.243,0.884701
2.500,410.742,0.917249
2.600,424.933,0.872097
2.700,888.481,0.819356
2.800,457.325,0.890548
2.900,464.502,0.933980
3.000,467.710,0.965299
3.100,453.163,0.754447
3.200,461.801,0.867570
3.300,923.499,0.680220
3.400,914.000,0.840208
3.500,915.817,0.787041
3.600,921.416,0.765437
3.700,919.375,0.832238
3.800,505.862,0.838519
3.900,453.353,0.610959
4.000,435.665,0.891990
4.100,388.693,0.903664
4.200,396.492,0.750033
4.300,387.641,0.137007
4.400,984.110,0.017088
4.500,389.465,0.304965
4.600,390.296,0.933171
4.700,399.220,0.968025
4.800,401.905,0.944017
4.900,402.837,0.941312
5.000,408.401,0.887709
5.100,822.933,0.722669
5.200,815.275,0.753610
5.300,421.836,0.763335
5.400,402.824,0.854109
5.500,816.130,0.715602
5.600,344.570,0.393644
5.700,827.786,0.915006
5.800,411.544,0.620671
5.900,814.538,0.666609
6.000,832.699,0.813732
6.100,820.180,0.844140
6.200,831.410,0.488551
6.300,33.949,0.156086
6.400,308.966,0.603170
6.500,405.452,0.233698
6.600,416.695,0.288967
6.700,181.145,0.547164
6.800,82.526,0.077921
6.900,1158.177,0.029080
7.000,1009.848,0.008354
7.100,412.465,0.944243
7.200,399.499,0.950693
7.300,404.973,0.907158
7.400,426.600,0.939428
7.500,436.633,0.944392
7.600,444.486,0.726605
7.700,905.977,0.532066
7.800,460.347,0.856603
7.900,450.120,0.711442
8.000,924.889,0.906582
8.100,922.226,0.619804
8.200,460.833,0.767023
8.300,460.637,0.774775
8.400,455.498,0.781212
8.500,463.073,0.736245
8.600,930.760,0.918982
8.700,468.049,0.928672
8.800,549.903,0.814960
8.900,410.339,0.837830
9.000,547.892,0.900035
9.100,406.229,0.464644
9.200,395.956,0.937779
9.300,393.392,0.954935
9.400,403.069,0.905177
9.500,410.065,0.749992
9.600,829.259,0.742757
9.700,425.615,0.873891
9.800,387.918,0.912135
9.900,391.348,0.914521
10.000,413.729,0.664139
10.100,834.566,0.464944
10.200,831.476,0.700107
10.300,392.395,0.368980
10.400,395.216,0.318848
10.500,417.652,0.202617
10.600,283.857,0.173830
10.700,276.082,0.123335
10.800,454.492,0.732411
10.900,418.068,0.744855
11.000,386.342,0.942367
11.100,390.547,0.943413
11.200,398.088,0.963784
11.300,403.939,0.860248
11.400,406.465,0.846572
11.500,405.809,0.811313
11.600,404.852,0.775272
11.700,406.305,0.813708
11.800,408.663,0.770352
11.900,396.190,0.877954
12.000,403.693,0.678436
12.100,396.897,0.618904
12.200,349.097,0.972699
12.300,338.698,0.887185
12.400,328.223,0.915539
12.500,350.966,0.968998
12.600,317.026,0.949917
12.700,341.641,0.963457
12.800,348.366,0.908272
12.900,290.342,0.833547
13.000,389.733,0.911490
13.100,394.513,0.950823
13.200,398.547,0.958534
13.300,402.776,0.877905
13.400,405.981,0.861059
13.500,405.828,0.853195
13.600,400.027,0.838318
13.700,394.485,0.900383
13.800,393.984,0.926454
13.900,395.345,0.901264
14.000,401.829,0.838247
14.100,405.552,0.801699
14.200,407.132,0.722492
14.300,403.786,0.767070
14.400,392.741,0.781108
14.500,393.161,0.868340
14.600,391.993,0.870743
14.700,391.701,0.937258
14.800,388.250,0.924635
14.900,390.182,0.837486
15.000,352.480,0.405403
15.100,433.097,0.800908
15.200,417.151,0.782340
