time,frequency,confidence
0.000,580.847,0.231089
0.100,43.116,0.080821
0.200,40.631,0.080275
0.300,263.479,0.031211
0.400,33.064,0.344359
0.500,372.288,0.275844
0.600,274.574,0.247862
0.700,175.616,0.890051
0.800,170.784,0.788424
0.900,169.671,0.920118
1.000,204.170,0.875844
1.100,228.081,0.950909
1.200,227.975,0.940700
1.300,228.574,0.947888
1.400,222.788,0.884856
1.500,220.638,0.966000
1.600,229.077,0.933290
1.700,238.630,0.942100
1.800,233.490,0.956866
1.900,212.810,0.340298
2.000,210.428,0.396099
2.100,230.156,0.900005
2.200,229.288,0.942870
2.300,237.583,0.959819
2.400,215.807,0.952588
2.500,238.254,0.932106
2.600,233.250,0.937586
2.700,175.654,0.702611
2.800,222.925,0.201350
2.900,219.609,0.920792
3.000,220.001,0.676364
3.100,230.723,0.403742
3.200,227.198,0.732916
3.300,203.645,0.698034
3.400,226.542,0.951683
3.500,238.061,0.933863
3.600,201.015,0.913128
3.700,233.233,0.954009
3.800,232.225,0.919475
3.900,233.075,0.952568
4.000,230.695,0.913580
4.100,233.161,0.717278
4.200,230.421,0.925628
4.300,237.541,0.952359
4.400,228.891,0.302545
4.500,236.237,0.839723
4.600,229.090,0.778385
4.700,236.299,0.482789
4.800,234.463,0.787828
4.900,231.282,0.782289
5.000,1203.521,0.013927
5.100,219.822,0.923706
5.200,218.238,0.748068
5.300,216.771,0.789211
5.400,210.869,0.955670
5.500,221.054,0.961251
5.600,229.810,0.898737
5.700,215.891,0.925558
5.800,228.815,0.933108
5.900,201.849,0.911422
6.000,237.326,0.950042
6.100,209.423,0.856769
6.200,219.114,0.934980
6.300,217.005,0.929175
6.400,199.737,0.629978
6.500,201.919,0.896807
6.600,192.879,0.931647
6.700,198.399,0.934648
6.800,188.414,0.910816
6.900,196.679,0.923015
7.000,192.881,0.552870
7.100,203.153,0.071324
7.200,209.367,0.615046
7.300,197.079,0.952984
7.400,195.211,0.949892
7.500,220.495,0.735430
7.600,217.832,0.947303
7.700,222.422,0.935816
7.800,219.717,0.852528
7.900,218.236,0.818954
8.000,321.356,0.882590
8.100,252.550,0.928405
8.200,273.441,0.898236
8.300,229.005,0.881621
8.400,231.320,0.882984
8.500,248.877,0.885571
8.600,230.839,0.897357
8.700,233.027,0.907475
8.800,290.152,0.912379
8.900,262.443,0.939095
9.000,262.838,0.606130
9.100,221.045,0.548561
9.200,227.004,0.934135
9.300,236.332,0.959970
9.400,230.032,0.902253
9.500,235.798,0.947932
9.600,230.212,0.915535
9.700,228.337,0.954544
9.800,242.059,0.978074
9.900,229.443,0.929904
10.000,236.111,0.950750
10.100,232.822,0.944600
10.200,236.218,0.954140
10.300,230.849,0.931959
10.400,233.535,0.964555
10.500,235.347,0.927263
10.600,234.661,0.958012
10.700,220.801,0.891176
10.800,225.273,0.738875
10.900,221.959,0.713180
11.000,228.848,0.260040
11.100,228.913,0.680433
11.200,234.847,0.352164
11.300,232.119,0.380021
11.400,1759.909,0.036892
11.500,33.535,0.288105
11.600,35.448,0.080721
11.700,288.664,0.117539
11.800,211.832,0.898775
11.900,234.114,0.945552
12.000,271.679,0.954214
12.100,274.904,0.954555
12.200,291.175,0.951355
12.300,280.125,0.925600
12.400,295.606,0.965872
12.500,297.658,0.959960
12.600,289.184,0.925818
12.700,290.088,0.927635
12.800,280.561,0.366825
12.900,280.178,0.921000
13.000,276.969,0.371984
13.100,289.645,0.911066
13.200,295.384,0.979366
13.300,288.486,0.961709
13.400,290.243,0.953481
13.500,289.536,0.921503
13.600,293.486,0.943156
13.700,258.592,0.913791
13.800,248.082,0.572124
13.900,285.697,0.416184
14.000,285.639,0.520103
14.100,251.576,0.948715
14.200,262.463,0.527010
14.300,261.190,0.955067
14.400,257.582,0.972536
14.500,262.485,0.951697
14.600,323.466,0.456539
14.700,258.957,0.960507
14.800,258.353,0.947049
14.900,261.517,0.946127
15.000,216.283,0.908636
15.100,223.832,0.939273
15.200,220.735,0.770892
15.300,216.687,0.542465
15.400,231.924,0.928935
15.500,238.224,0.926866
15.600,233.667,0.625715
15.700,234.452,0.908899
15.800,233.631,0.928614
15.900,237.257,0.616942
16.000,231.177,0.239955
16.100,31.993,0.039096
16.200,236.639,0.883883
16.300,202.994,0.835982
16.400,219.952,0.924670
16.500,223.347,0.945096
16.600,215.726,0.959367
16.700,220.152,0.967662
16.800,224.351,0.946827
16.900,212.735,0.968798
17.000,222.722,0.952963
17.100,234.454,0.948469
17.200,226.534,0.760017
17.300,223.987,0.522208
17.400,229.259,0.717763
17.500,213.971,0.946474
17.600,206.449,0.670979
17.700,196.781,0.950694
17.800,197.984,0.928651
17.900,208.095,0.952758
18.000,215.967,0.953614
18.100,207.475,0.912185
18.200,192.786,0.895324
18.300,194.871,0.960717
18.400,191.713,0.888668
18.500,186.940,0.779125
18.600,193.144,0.298075
18.700,196.128,0.939735
18.800,195.727,0.895082
18.900,220.112,0.950684
19.000,216.765,0.926239
19.100,216.860,0.532223
19.200,223.341,0.493158
19.300,309.783,0.668184
19.400,255.495,0.939659
19.500,246.549,0.884123
19.600,226.133,0.919637
19.700,222.363,0.893772
19.800,267.469,0.932273
19.900,226.903,0.883622
20.000,262.454,0.764747
20.100,260.268,0.910944
20.200,238.970,0.282531
20.300,260.925,0.602324
20.400,217.582,0.937887
20.500,227.518,0.926022
20.600,230.240,0.917332
20.700,233.885,0.966133
20.800,233.332,0.958887
20.900,233.241,0.956354
21.000,233.080,0.955682
21.100,232.415,0.921202
21.200,231.184,0.942729
21.300,239.555,0.964926
21.400,231.767,0.930290
21.500,236.281,0.951298
21.600,225.576,0.957049
21.700,236.241,0.951695
